,station_id,count_x,count_y,total_counts,station1,station2,station3,distance1,distance2,distance3
28,229,21207.0,22128,43335.0,R311-A064,R240-N520,R290-R124,0.007342980000004218,0.009265979999995011,0.012321519999993313
29,236,16157.0,16546,32703.0,R330-H006,R330-H005,R290-R122,0.004853839999995557,0.004853839999995557,0.018421039999985567
30,237,15637.0,15869,31506.0,R330-H005,R160-R220,R248-H007A,0.0032151299999938487,0.004735310000000936,0.0054326900000134515
31,238,10250.0,10290,20540.0,R163-N510,R163-N513,R170-A036,0.012843370000005905,0.012843370000005905,0.019264769999999487
32,239,7709.0,7234,14943.0,R099-C008,R089-C003,R089-C004,0.0018998600000017518,0.0048495400000021505,0.0048495400000021505
33,241,4964.0,4843,9807.0,R058-R617,R058-R618,R456-R605,0.009210139999993316,0.009210139999993316,0.010868440000010082
34,242,3527.0,3870,7397.0,R283-N110,R252-N101,R224-R600,0.01178899999998606,0.018267000000001588,0.019582999999990136
35,243,3713.0,4135,7848.0,R056-R609,R056-R608,R318-N422,0.0011139999999940642,0.0011139999999940642,0.005132000000003245
36,244,5025.0,4692,9717.0,R284-N112A,R284-N111,R099-C008,0.0091668399999989,0.0091668399999989,0.017827839999995376
37,245,2699.0,2589,5288.0,R108-C001,R108-R602,R379-J012,0.013978440000002479,0.013978440000002479,0.04827155999999633
38,247,10296.0,10317,20613.0,R290-R124,R163-N510,R170-A037,0.0076650699999945004,0.009924929999996834,0.014660889999987603
39,248,3442.0,3493,6935.0,R343-R118,R087-A047,R322-R216,0.003295580000006737,0.009253579999999317,0.011050000000004445
40,249,5440.0,5457,10897.0,R343-R118,R343-R117,R029-N092,0.0026610300000058373,0.0026610300000058373,0.004817770000009602
41,250,6134.0,6077,12211.0,R194-R217A,R461-N519,R461-N519A,0.0011120400000095287,0.0012871799999985,0.0012871799999985
42,251,15523.0,15624,31147.0,R086-A042,R300-N521,R300-N523,0.004036300000002768,0.005038539999986824,0.005038539999986824
43,252,11923.0,12130,24053.0,R138-N080,R138-N083,R105-R127,0.002049929999991207,0.002049929999991207,0.005884070000000463
44,254,13689.0,13658,27347.0,R163-N510,R321-R129,R170-A037,0.0031279200000042806,0.005898919999999919,0.007804459999995572
45,257,13565.0,13696,27261.0,R462-A043,R343-R118,R343-R117,0.0021903999999892676,0.004550120000004654,0.004550120000004654
46,258,5176.0,4747,9923.0,R287-N419,R269-N418,R269-N417,0.009382049999999253,0.01562411000000452,0.01562411000000452
47,259,8558.0,9042,17600.0,R001-R101,R001-A058,R043-R203,0.0025015399999901433,0.0025015399999901433,0.0067198999999931175
48,260,4175.0,4517,8692.0,R001-A058,R001-R101,R043-R204A,0.001874849999992989,0.001874849999992989,0.00400321000001469
49,261,4195.0,4233,8428.0,R231-C010,R231-C011,R286-N416,0.017936449999993442,0.017936449999993442,0.034759450000009906
50,262,3970.0,3745,7715.0,R283-N110,R099-C008,R089-C003,0.005790399999966667,0.009288399999974217,0.01260479999997699
51,264,6747.0,6968,13715.0,R027-R111,R027-R110,R028-R113A,0.0019380299999909312,0.0019380299999909312,0.0035379099999914843
52,265,13561.0,13976,27537.0,R322-R216,R322-R215,R085-A039,0.0058391899999818975,0.0058391899999818975,0.009284189999995363
53,266,7156.0,6573,13729.0,R300-N521,R300-N523,R086-A042,0.014517480000009186,0.014517480000009186,0.022584259999995027
54,267,8520.0,8320,16840.0,R031-R135,R031-R139,R047-R240,0.004089829999998074,0.004089829999998074,0.011581169999999474
55,268,13184.0,13260,26444.0,R118-A066,R462-A044,R462-A043,0.0014619999999894162,0.0016520000000070922,0.0016520000000070922
56,270,5486.0,5351,10837.0,R059-R619,R108-C001,R108-R602,0.01864070000000595,0.019040439999997716,0.019040439999997716
57,274,5814.0,6034,11848.0,R318-N422,R283-N110,R056-R609,0.001547349999988512,0.0035226500000007377,0.005121349999996028
58,275,3298.0,3166,6464.0,R317-N420B,R284-N112A,R284-N111,0.0027312800000132142,0.00344258000000508,0.00344258000000508
59,276,6103.0,6120,12223.0,R030-R116,R029-N094,R540-PTH21,0.003171920000006878,0.005578919999997822,0.0061021199999942155
60,278,2781.0,2757,5538.0,R252-N101,R225-R606,R456-R605,0.007359990000011862,0.007420270000011442,0.007421270000008917
61,279,10337.0,10875,21212.0,R462-A043,R462-A044,R304-R103,0.011516999999969357,0.011516999999969357,0.012054000000027543
62,280,11002.0,11085,22087.0,R189-R125,R189-R126,R330-H006,0.007882009999995887,0.007882009999995887,0.008008990000007543
63,281,21896.0,20417,42313.0,R079-A007,R079-A006,R302-N600,0.0008545500000067818,0.0008545500000067818,0.0045064499999938334
64,282,6273.0,6370,12643.0,R043-R203,R304-R103,R304-R102,0.04363068000001391,0.045470800000011025,0.045470800000011025
65,284,16258.0,16515,32773.0,R175-N078,R175-H001,R105-R128,0.0019046999999972059,0.0019046999999972059,0.005266519999977959
66,285,31380.0,31701,63081.0,R170-R221,R170-A035,R170-A037,0.0003437499999989768,0.0003437499999989768,0.0003437499999989768
67,289,3053.0,2725,5778.0,R412-B010,R057-B002,R129-N531,0.014121109999997827,0.019111489999993125,0.03365588999999858
68,291,5810.0,5854,11664.0,R044-A071,R044-A069,R044-R210A,0.01910600000000784,0.01910600000000784,0.01910600000000784
69,293,26136.0,27165,53301.0,R160-R220,R160-R219,R160-R219,0.00016633000001320397,0.00016633000001320397,0.00016633000001320397
70,295,8480.0,8524,17004.0,R257-N529,R029-N091,R029-N092,0.003206780000006404,0.015887219999996205,0.015887219999996205
71,296,10496.0,10688,21184.0,R322-R216,R322-R215,R029-N091,0.00843031000000849,0.00843031000000849,0.011715310000013801
72,297,18256.0,18295,36551.0,R330-H006,R330-H005,R170-A035,0.0012349999999869965,0.0012349999999869965,0.004369000000004064
73,298,4764.0,5064,9828.0,R056-R609,R318-N422,R283-N110,0.002212719999995727,0.004629119999989939,0.006431280000001038
74,301,15495.0,16127,31622.0,R322-R216,R322-R215,R320-R119,0.013745769999978563,0.013745769999978563,0.02322377000000131
75,302,7491.0,7474,14965.0,R311-A064,R139-N090,R139-N089,0.01659562000000392,0.02732893999999675,0.02732893999999675
76,303,13528.0,14343,27871.0,R086-A042,R086-A041,R118-A066,0.0025166300000094566,0.0025166300000094566,0.006221369999991566
77,304,13357.0,15562,28919.0,R076-MCC07,R042-R202,R041-R201,0.00038640000000356167,0.0006306000000009249,0.0006306000000009249
78,305,13574.0,13647,27221.0,R050-A004,R051-R245A,R051-A002,0.0022797700000012355,0.0022797700000012355,0.0022797700000012355
79,307,17572.0,17494,35066.0,R300-N523,R300-N521,R029-N091,0.009043380000001378,0.009043380000001378,0.01871787999998986
80,308,6953.0,6978,13931.0,R044-A071,R044-A069,R118-A066,0.005484909999999843,0.005484909999999843,0.0069649099999935515
81,309,10688.0,11761,22449.0,R030-R116,R227-A055,R076-MCC07,0.004134300000004032,0.008135700000003965,0.010648699999997291
82,310,5069.0,5192,10261.0,R258-N537,R258-C012,R287-N419,0.01932109000000537,0.01932109000000537,0.029518090000003383
83,311,12990.0,12924,25914.0,R142-A061,R118-A066,R030-R116,0.0013604399999991301,0.013307759999996449,0.023105559999990533
84,312,18305.0,18664,36969.0,R322-R216,R322-R215,R320-R119,0.008441999999995176,0.008441999999995176,0.01792000000001792
85,313,4539.0,4671,9210.0,R317-N420B,R224-R600,R378-J009,0.0087476299999949,0.02663136999998983,0.03298210999999185
86,314,5921.0,5614,11535.0,R108-R602,R252-N101,R252-N100,0.001814000000003091,0.00555099999998987,0.00555099999998987
87,315,14351.0,14512,28863.0,R001-A058,R001-R101,R087-A047,0.006752499999983286,0.006752499999983286,0.010061959999994485
88,316,8454.0,8514,16968.0,R028-R114,R028-R113,R028-R113A,0.001825330000002623,0.001825330000002623,0.001825330000002623
89,317,15326.0,15361,30687.0,R461-N519A,R461-N519,R086-A042,0.015109420000001705,0.015109420000001705,0.016035099999982094
90,319,13621.0,13654,27275.0,R540-PTH08,R540-PTH21,R029-N094,0.0018330000000048585,0.0018330000000048585,0.0018510000000091509
91,320,7548.0,7575,15123.0,R118-A066,R030-R116,R320-R119,0.005888000000012994,0.005920999999993626,0.005966000000007909
92,321,7143.0,7108,14251.0,R301-N530,R316-N414,R083-A030,0.00298927999999421,0.039890179999993336,0.04149117999998708
93,323,7452.0,7324,14776.0,R127-N102,R127-N103,R108-R604,0.001048320000002434,0.001048320000002434,0.003875759999999673
94,324,6518.0,8518,15036.0,R456-R605,R225-R606,R269-N417,0.004708999999998298,0.004711999999990724,0.027806000000012432
95,325,12096.0,12029,24125.0,R170-A036,R170-R221,R163-N510,0.007359620000002565,0.007359620000002565,0.013265079999996487
96,326,16978.0,17103,34081.0,R160-R219,R143-R229,R143-R228,0.00729237000000893,0.01357288999999895,0.01357288999999895
97,327,20183.0,20246,40429.0,R030-R116,R041-R200A,R042-R202,0.00734664000000862,0.013040439999990383,0.013040439999990383
98,328,11821.0,11869,23690.0,R030-R116,R029-N094,R086-A042,0.008944140000011203,0.011645839999985697,0.012252160000016943
99,330,7215.0,7231,14446.0,R029-N092,R320-R119,R320-R120,0.0031096199999964824,0.00895360000001233,0.00895360000001233
100,331,6791.0,6822,13613.0,R540-PTH08,R540-PTH21,R540-PTH22,0.01887063999999583,0.01887063999999583,0.01887063999999583
101,332,7144.0,7062,14206.0,R029-N094,R540-PTH22,R250-H016,0.03068345999999167,0.03178757999999249,0.039136540000008324
102,334,16527.0,16615,33142.0,R321-R129,R321-R130,R163-H003,0.0019065200000056848,0.0019065200000056848,0.005402220000007674
103,335,11970.0,12190,24160.0,R160-R219,R311-A064,R240-N520,0.004021319999992556,0.008756659999995975,0.010614679999996213
104,336,14559.0,14867,29426.0,R138-N080,R085-A038,R085-A039,0.0032718799999926773,0.006485120000000677,0.006485120000000677
105,337,7517.0,8389,15906.0,R001-A058,R001-R101,R014-N095,0.005313440000008995,0.005313440000008995,0.006542559999985542
106,339,5108.0,4719,9827.0,R194-R217A,R461-N519A,R461-N519,0.021561200000000724,0.02248820000001217,0.02248820000001217
107,340,6501.0,6498,12999.0,R142-A061,R142-N525,R142-N526,0.005739349999998922,0.005739349999998922,0.005739349999998922
108,341,5414.0,5475,10889.0,R142-A061,R142-N525,R235-H009,0.012082179999993059,0.012082179999993059,0.020255820000009805
109,342,6353.0,6328,12681.0,R142-A061,R118-A066,R235-H009,0.008627720000006889,0.020990720000007457,0.023710279999995976
110,343,2454.0,2780,5234.0,R252-N101,R224-R600,R059-R619,0.02198151999999709,0.02360351999999466,0.02386452000000361
111,344,3764.0,3646,7410.0,R057-B002,R129-N531,R276-R503,0.024689260000002378,0.038081660000003126,0.05774374000000648
112,346,11381.0,11393,22774.0,R163-N510,R163-N513,R320-R119,0.010099369999991836,0.010099369999991836,0.013796630000015853
113,347,16978.0,17645,34623.0,R290-R122,R290-R121,R290-R123,0.003891000000031397,0.003891000000031397,0.003891000000031397
114,349,9281.0,8763,18044.0,R142-N525,R142-N526,R240-N520,0.004636520000005362,0.004636520000005362,0.010905299999990348
115,350,15419.0,15535,30954.0,R301-N530,R330-H006,R330-H005,0.015978590000003123,0.017787409999989734,0.017787409999989734
116,351,8307.0,8974,17281.0,R041-R201,R041-R200A,R343-R117,0.008500820000001852,0.008500820000001852,0.014840739999989694
117,353,3559.0,3590,7149.0,R058-R618,R129-N531,R129-N533,0.005412089999985881,0.017324750000000222,0.017324750000000222
118,354,4389.0,4464,8853.0,R286-N416,R108-R602,R196-B013,0.014126210000000583,0.02914279000000164,0.03207794999999436
119,355,10968.0,11181,22149.0,R118-A066,R030-R116,R138-N083,0.002791100000003155,0.010176459999996723,0.01704509999999715
120,356,5459.0,5102,10561.0,R118-A066,R235-H009,R030-R116,0.019717500000005828,0.027012619999986498,0.02751338000000203
121,357,2028.0,2021,4049.0,R085-A039,R085-A038,R138-N080,0.0033944400000009978,0.0033944400000009978,0.00934543999999704
122,358,28407.0,28592,56999.0,R138-N080,R138-N083,R343-R118,0.007219370000008496,0.007219370000008496,0.013753370000010534
123,359,23012.0,23233,46245.0,R015-N303,R033-R147,R033-R153,0.0052853700000028425,0.012319370000014374,0.012319370000014374
124,360,7208.0,7261,14469.0,R027-R110,R027-R112A,R027-R110,0.0004982799999950771,0.0004982799999950771,0.0004982799999950771
125,361,14229.0,14408,28637.0,R085-A039,R085-A038,R030-R116,0.015086750000001814,0.015086750000001814,0.01805007000000103
126,362,10575.0,10445,21020.0,R031-R139,R047-R240,R047-R237B,0.004958089999995252,0.010712910000002296,0.010712910000002296
127,363,10995.0,11096,22091.0,R304-R102,R041-R200A,R042-R202,0.003950429999989069,0.00660042999999888,0.00660042999999888
128,364,4546.0,4331,8877.0,R287-N419,R287-N419,R269-N418,0.00036297000000473645,0.00036297000000473645,0.007411110000013821
129,365,2058.0,1875,3933.0,R148-B014,R432-J017,R263-B020,0.02740995999999285,0.05161363999999935,0.053287359999998785
130,366,6145.0,5994,12139.0,R108-C001,R108-R602,R379-J012,0.02211199999999991,0.02211199999999991,0.0401379999999989
131,367,576.0,612,1188.0,R017-N306,R016-N305A,R017-N305,0.002342960000000005,0.002342960000000005,0.002342960000000005
132,368,21335.0,21655,42990.0,R189-R125,R189-R126,R085-A038,0.0037671299999928465,0.0037671299999928465,0.009482870000006471
133,369,9056.0,9121,18177.0,R138-N083,R138-N080,R138-N080,0.00030486999999368436,0.00030486999999368436,0.00030486999999368436
134,372,1940.0,1950,3890.0,R286-N416,R286-N415,R411-B009,0.008989559999996288,0.008989559999996288,0.019855740000011224
135,373,2064.0,2109,4173.0,R379-J012,R108-C001,R108-R602,0.025005789999994477,0.03724421000000433,0.03724421000000433
136,376,5933.0,5979,11912.0,R028-R113A,R028-A082,R028-R114,0.0020779999999902543,0.0020779999999902543,0.0020779999999902543
137,377,14628.0,16438,31066.0,R320-R119,R320-R120,R320-R119,0.0009836000000120748,0.0009836000000120748,0.0009836000000120748
138,379,24221.0,24180,48401.0,R031-R141,R031-R137,R031-R139,0.0016770000000079222,0.0016770000000079222,0.0016770000000079222
139,380,17991.0,18206,36197.0,R189-R125,R189-R126,R189-R125,0.0006472000000030675,0.0006472000000030675,0.0006472000000030675
140,382,13738.0,13896,27634.0,R170-A037,R170-A036,R170-R221,0.001408040000001165,0.001408040000001165,0.001408040000001165
141,383,13278.0,13385,26663.0,R138-N083,R138-N080,R163-N510,0.0032750000000021373,0.0032750000000021373,0.005480999999996072
142,385,8467.0,8484,16951.0,R016-N305A,R017-N305,R017-N306,0.003512140000005104,0.003512140000005104,0.003512140000005104
143,386,6886.0,6984,13870.0,R030-R116,R189-R125,R189-R126,0.007478109999986771,0.019010109999996416,0.019010109999996416
144,387,17368.0,17380,34748.0,R044-R210A,R044-R210,R087-A047,0.0011166400000064414,0.0011166400000064414,0.002978039999995019
145,388,14585.0,14876,29461.0,R175-N078,R293-R142,R022-A022,0.010176100000002464,0.01051260000001264,0.015236100000009856
146,389,7489.0,7357,14846.0,R284-N112A,R284-N111,R014-R206,0.027769910000003506,0.027769910000003506,0.04323990999999694
147,390,5764.0,5792,11556.0,R089-C003,R089-C004,R127-N102,0.001684489999988159,0.001684489999988159,0.003179709999990621
148,391,8583.0,7537,16120.0,R224-R600,R252-N101,R272-R134,0.0008028600000002939,0.004686319999983368,0.04970831999999348
149,392,7167.0,7291,14458.0,R127-N102,R301-N530,R330-H006,0.00290199999999885,0.004967999999998085,0.038179999999996994
150,393,7955.0,7688,15643.0,R300-N521,R300-N523,R322-R215,0.010217259999997452,0.010217259999997452,0.0178514199999924
151,394,13241.0,12348,25589.0,R194-R217A,R461-N519A,R461-N519,0.01840936999999343,0.018600370000001476,0.018600370000001476
152,396,2346.0,2224,4570.0,R297-N113,R297-N114,R198-N117,0.001103640000003736,0.001103640000003736,0.005510519999987196
153,397,2366.0,2141,4507.0,R057-C009,R057-B001,R057-B002,0.008288750000005507,0.008288750000005507,0.008288750000005507
154,398,7383.0,7673,15056.0,R089-C003,R089-C004,R225-R606,0.014573769999984165,0.014573769999984165,0.016017429999976684
155,399,5483.0,4789,10272.0,R287-N419,R284-N112A,R284-N111,0.005077459999995426,0.0063275400000009085,0.0063275400000009085
156,400,2626.0,2654,5280.0,R248-H007A,R248-H007,R462-A044,0.011701430000009339,0.011701430000009339,0.01976057000000253
157,401,15143.0,15122,30265.0,R300-N523,R300-N521,R311-A064,0.003200489999983347,0.003200489999983347,0.004154990000010628
158,402,31672.0,34404,66076.0,R083-A030,R083-A031,R083-A030,0.0008988899999877731,0.0008988899999877731,0.0008988899999877731
159,403,15024.0,15106,30130.0,R194-R217A,R461-N519A,R461-N519,0.005584679999991238,0.005775679999999284,0.005775679999999284
160,405,20002.0,20244,40246.0,R105-R128,R105-R127,R131-R226,0.011053999999980135,0.011053999999980135,0.022454999999993674
161,406,6546.0,6294,12840.0,R270-N536,R461-N519A,R461-N519,0.02160279999999659,0.03042190000000744,0.03042190000000744
162,407,1180.0,1082,2262.0,R085-A039,R085-A038,R316-N414,0.031129999999997437,0.031129999999997437,0.04126500000000988
163,408,5521.0,5603,11124.0,R240-N520,R311-A064,R088-A051,0.007939739999997641,0.009562740000006897,0.017148300000002337
164,409,384.0,374,758.0,R297-N113,R297-N114,R460-J001,0.00986556999998811,0.00986556999998811,0.019047430000007637
165,410,11721.0,11597,23318.0,R311-A064,R139-N090,R139-N089,0.009183650000004207,0.020244809999994118,0.020244809999994118
166,411,8811.0,8659,17470.0,R322-R216,R322-R215,R046-R237,0.020640039999989312,0.020640039999989312,0.029826040000003218
167,412,13825.0,13904,27729.0,R240-N520,R311-A064,R030-R116,0.0027861599999923214,0.004709159999983115,0.015490840000005335
168,414,2707.0,2806,5513.0,R127-N103,R127-N102,R142-A061,0.010796199999994371,0.010796199999994371,0.01571680000000697
169,415,7233.0,7543,14776.0,R027-R112,R027-R111,R076-MCC07,0.0023505699999972762,0.0023505699999972762,0.0041394300000021644
170,416,4498.0,4055,8553.0,R283-N110,R318-N422,R317-N420B,0.002620229999983792,0.0030982299999990914,0.006498769999993215
171,417,11870.0,11955,23825.0,R029-N094,R029-R115,R540-PTH22,0.000750580000008938,0.00157410000000624,0.001779899999988288
172,418,4274.0,4309,8583.0,R231-C010,R231-C011,R164-R160,0.02549499999999938,0.02549499999999938,0.07152800000000781
173,419,2961.0,3088,6049.0,R283-N110,R224-R600,R378-J009,0.00998935999999162,0.020881259999995905,0.039322639999994635
174,420,3076.0,2789,5865.0,R317-N420B,R283-N110,R318-N422,0.0034251799999935884,0.005693819999983418,0.006171819999998718
175,421,2539.0,2526,5065.0,R059-R619,R224-R600,R378-J009,0.020799659999994446,0.023213339999998084,0.0371366999999907
176,422,11191.0,10231,21422.0,R084-N051,R164-R160,R164-R159,0.008549999999999613,0.008715000000009354,0.008715000000009354
177,423,8577.0,8798,17375.0,R084-R158,R032-R145,R032-A021,0.007274649999992278,0.010345469999990087,0.010345469999990087
178,426,29859.0,32877,62736.0,R030-R116,R227-A054,R227-A055,0.005998030000007759,0.010496650000007435,0.010496650000007435
179,427,7797.0,8342,16139.0,R042-R202,R041-R201,R304-R103,0.0030320000000045866,0.0030320000000045866,0.006183999999997525
180,432,19782.0,18732,38514.0,R194-R217A,R282-N086,R282-N087,0.012399329999993824,0.019844330000005073,0.019844330000005073
181,434,7870.0,8346,16216.0,R282-N086,R282-N087,R143-R228,0.017009919999992462,0.017009919999992462,0.019492919999997582
182,435,30483.0,30538,61021.0,R321-R129,R321-R130,R311-A064,0.0043651300000107085,0.0043651300000107085,0.021566249999992237
183,436,2039.0,1924,3963.0,R432-J017,R313-H033,R436-J023,0.04421161999999157,0.04888161999999596,0.07448390000000416
184,437,4755.0,4666,9421.0,R297-N113,R297-N114,R316-N414,0.0061836300000095434,0.0061836300000095434,0.019626629999997647
185,438,18586.0,18976,37562.0,R290-R124,R290-R122,R290-R121,0.020105290000003606,0.020105290000003606,0.020105290000003606
186,439,16477.0,16713,33190.0,R194-R217A,R282-N086,R282-N087,0.00648029000000605,0.013925290000017299,0.013925290000017299
187,440,10536.0,10497,21033.0,R079-A006,R012-N065,R012-N068,0.012900410000000306,0.020937090000018088,0.020937090000018088
188,441,5275.0,5281,10556.0,R050-A004,R051-R245A,R051-A002,0.0070520000000016125,0.0070520000000016125,0.0070520000000016125
189,442,19118.0,19031,38149.0,R012-N067,R013-N069,R176-R232A,0.006058999999993375,0.006058999999993375,0.012616999999998768
190,443,1918.0,1815,3733.0,R460-J002,R460-J001,R265-H017,0.006492370000003689,0.006492370000003689,0.024726370000003328
191,445,19788.0,20503,40291.0,R290-R124,R290-R122,R290-R121,0.024717999999992912,0.024717999999992912,0.024717999999992912
192,446,20290.0,20378,40668.0,R190-R132,R190-R131,R082-A027,0.0011304899999871054,0.0011304899999871054,0.007314510000000496
193,447,15273.0,15339,30612.0,R113-N301,R113-N300,R080-A011,0.004401890000004016,0.004401890000004016,0.0055631100000113065
194,448,12333.0,12318,24651.0,R111-N075,R321-R129,R321-R130,0.010783689999996682,0.015531490000000758,0.015531490000000758
195,450,15471.0,14622,30093.0,R188-N056,R188-N057,R116-R154,0.0020599999999930674,0.0020599999999930674,0.004571099999999717
196,453,18586.0,18513,37099.0,R105-R127,R082-A027,R082-A029,0.007517099999986954,0.01129414000000395,0.01129414000000395
197,454,9030.0,9006,18036.0,R319-N601,R319-N601A,R021-N504,0.010566930000003083,0.010566930000003083,0.019002550000010388
198,455,10181.0,9980,20161.0,R017-N306,R016-N305A,R017-N305,0.007559130000004188,0.007559130000004188,0.007559130000004188
199,456,10302.0,10260,20562.0,R079-A007,R079-A006,R081-A014,0.005849310000016317,0.005849310000016317,0.01051709000000045
200,458,19350.0,19639,38989.0,R031-R139,R290-R124,R047-R240,0.015197000000021887,0.02331199999996869,0.028734000000021354
201,459,27210.0,27940,55150.0,R272-R133,R343-R118,R087-A047,0.014874999999996419,0.028225000000013267,0.03418300000000585
202,460,10776.0,10773,21549.0,R284-N112A,R284-N111,R044-A071,0.029660809999995763,0.029660809999995763,0.03831419000000125
203,461,18184.0,17238,35422.0,R170-A037,R170-A036,R170-R221,0.009678510000000529,0.009678510000000529,0.009678510000000529
204,462,20137.0,20378,40515.0,R272-R133,R272-R134,R139-N089,0.011463280000000964,0.011463280000000964,0.026785719999992352
205,464,2737.0,2783,5520.0,R050-A004,R051-R245A,R051-A002,0.0035402600000082884,0.0035402600000082884,0.0035402600000082884
206,465,23799.0,23448,47247.0,R032-R145,R032-A021,R032-R146,0.0008457499999892093,0.0008457499999892093,0.0008457499999892093
207,466,17602.0,17613,35215.0,R190-R132,R190-R131,R031-R141,0.004292180000000201,0.004292180000000201,0.006727600000004941
208,467,6983.0,7083,14066.0,R284-N111,R284-N112A,R241-N541,0.013251480000000981,0.013251480000000981,0.023306519999991337
209,468,19903.0,18807,38710.0,R084-N049,R084-R158,R079-A007,0.0028769799999963652,0.0028769799999963652,0.008907779999994148
210,469,12114.0,11904,24018.0,R113-N301,R113-N300,R080-A011,0.0016548700000029726,0.0016548700000029726,0.003349710000009054
211,470,14783.0,14471,29254.0,R190-R132,R138-N083,R138-N080,0.005033960000012883,0.011721039999997629,0.011721039999997629
212,471,6211.0,6236,12447.0,R235-H009,R460-J001,R460-J002,0.0047397499999846104,0.005261250000010875,0.005261250000010875
213,472,19361.0,18921,38282.0,R082-A027,R082-A029,R054-R500,0.006871810000006917,0.006871810000006917,0.008129609999983245
214,473,9956.0,10363,20319.0,R311-A064,R085-A039,R085-A038,0.002874229999996203,0.010026969999984203,0.010026969999984203
215,474,16502.0,16386,32888.0,R082-A027,R082-A029,R032-R145,0.00225752999999429,0.00225752999999429,0.011064069999981996
216,476,15861.0,15632,31493.0,R143-R230,R190-R132,R190-R131,0.005438449999992656,0.016091169999995714,0.016091169999995714
217,477,25145.0,25101,50246.0,R300-N523,R300-N521,R108-C001,0.033267680000001576,0.033267680000001576,0.06412627999999643
218,478,16277.0,16146,32423.0,R081-A013,R116-R155,R105-R127,0.014892180000003918,0.0163082599999953,0.022755179999990105
219,479,17497.0,17628,35125.0,R081-A013,R116-R155,R031-R141,0.007196620000001985,0.008829580000004,0.01002262000000087
220,480,10394.0,10405,20799.0,R084-R158,R084-N049,R079-A007,0.01013956999999266,0.01013956999999266,0.019032989999992367
221,481,8240.0,8008,16248.0,R250-H015,R029-R115,R029-N094,0.022704890000007083,0.04658910999998511,0.04721082999998316
222,482,18063.0,18239,36302.0,R105-R127,R105-R128,R105-R127,0.0022852499999856946,0.0022852499999856946,0.0022852499999856946
223,483,11835.0,11876,23711.0,R083-A030,R083-A031,R138-N080,0.009188710000003653,0.009188710000003653,0.011677709999993624
224,484,12400.0,12747,25147.0,R033-R147,R033-R153,R166-R162,0.007262090000004662,0.007262090000004662,0.029075829999996472
225,485,11482.0,11235,22717.0,R031-R137,R031-R135,R031-R139,0.007757209999994075,0.007757209999994075,0.007757209999994075
226,486,20135.0,20092,40227.0,R082-A027,R082-A029,R541-PTH17,0.000751669999999649,0.000751669999999649,0.003174330000000225
227,487,15472.0,15539,31011.0,R330-H006,R330-H005,R138-N083,0.01153060000000039,0.01153060000000039,0.025711780000001738
228,488,1.0,1,2.0,R012-N067,R013-N069,R311-A064,0.004477459999989719,0.004477459999989719,0.036435020000013196
229,489,10858.0,10919,21777.0,R175-N078,R175-H001,R031-R135,0.010611840000002815,0.010611840000002815,0.011006880000003605
230,490,26456.0,26292,52748.0,R012-N067,R031-R139,R047-R240,0.0011739999999846873,0.004059999999995512,0.017286999999996056
231,491,23484.0,23693,47177.0,R131-R226A,R131-R226,R083-A030,0.0012826100000040697,0.0012826100000040697,0.003335130000010622
232,492,23190.0,22866,46056.0,R031-R141,R293-R142,R293-R138,0.000294199999999023,0.002117199999993602,0.002117199999993602
233,493,10872.0,10990,21862.0,R164-R160,R164-R160A,R091-R511,0.017301430000003393,0.017301430000003393,0.0537154299999969
234,494,18854.0,18374,37228.0,R163-H003,R086-A042,R086-A041,0.010335760000003802,0.023464739999994322,0.023464739999994322
235,495,12124.0,12048,24172.0,R188-N056,R188-N057,R293-R142,0.007283039999990137,0.007283039999990137,0.012463040000000092
236,496,18974.0,19019,37993.0,R170-R221,R163-N510,R163-N513,0.004127529999983892,0.004596470000002739,0.004596470000002739
237,497,34094.0,34879,68973.0,R170-A036,R170-R221,R163-N510,0.0028088800000034553,0.0028088800000034553,0.007105199999998035
238,498,5175.0,5128,10303.0,R541-PTH17,R541-PTH17,R023-A025,0.00041121999999660375,0.00041121999999660375,0.0011695399999993583
239,499,28909.0,28019,56928.0,R084-N049,R084-N049,R084-N051,0.0010724600000031614,0.0010724600000031614,0.0010724600000031614
240,500,11676.0,11466,23142.0,R116-R154,R116-R154,R188-N056,0.0011594299999941882,0.0011594299999941882,0.00277790999999894
241,501,16760.0,16599,33359.0,R049-R242,R049-R243,R017-N306,0.013546859999991057,0.013546859999991057,0.015421139999993727
242,502,8325.0,8278,16603.0,R029-N091,R029-N092,R268-N409,0.027331999999987033,0.027331999999987033,0.03009399999999829
243,503,15590.0,15614,31204.0,R131-R226,R330-H006,R545-PTH11,0.0029044000000055803,0.005381960000008235,0.010105599999995718
244,504,23041.0,22785,45826.0,R248-H007A,R248-H007,R248-H008,0.00138095999999166,0.00138095999999166,0.00138095999999166
245,505,20658.0,20728,41386.0,R541-PTH17,R541-PTH17,R023-A025,0.00045266000000765416,0.00045266000000765416,0.0011052400000011176
246,507,18003.0,17505,35508.0,R131-R226,R131-R227A,R105-R128,0.007653229999995403,0.007653229999995403,0.019762249999999426
247,508,13138.0,13236,26374.0,R113-N301,R113-N300,R080-A011,0.015621230000007813,0.015621230000007813,0.017369650000013337
248,509,12783.0,12891,25674.0,R175-N078,R175-H001,R189-R126,0.005241910000002292,0.005241910000002292,0.013018910000006656
